947 11327
810 30 12207
860 853 4371
574 846 26469
813 865 10280
793 921 1243
725 517 19359
745 302 21750
904 454 13170
873 717 27657
715 256 25731
561 821 30861
738 685 5523
800 701 31177
293 623 29381
319 117 23467
278 773 31865
82 56 1816
752 528 24161
533 200 2392
676 472 29927
151 833 1919
244 789 7165
499 248 16115
716 540 9087
112 232 31650
404 835 30077
465 407 22193
354 497 21767
691 643 2949
498 846 7246
858 455 10861
667 468 5953
746 222 14175
74 481 5090
503 174 10378
435 660 5132
291 643 2976
455 553 17513
491 42 10792
795 600 2747
928 92 9280
284 171 12752
93 21 30347
495 341 948
567 946 2889
549 484 4862
13 559 13726
81 104 12915
141 887 29084
945 695 7334
109 869 3886
52 642 27922
621 410 15669
769 818 4608
181 78 5404
318 780 22450
873 262 13945
923 317 25366
159 102 15589
258 904 29808
175 406 6694
231 488 382
62 446 21249
418 635 29642
248 860 10063
618 630 17182
269 459 24100
803 703 3411
767 821 21811
293 125 1020
732 641 7858
26 378 23960
519 793 31583
513 820 15178
888 505 26242
156 309 30033
301 441 6434
686 514 10850
693 577 32114
768 536 3635
906 759 907
55 786 13897
792 5 12878
228 383 6881
804 591 20393
930 918 12061
538 556 25712
564 366 4116
222 853 26250
476 48 9226
7 424 31226
854 171 27965
275 182 20087
445 558 5575
66 430 8827
506 130 25216
677 698 13860
270 806 22769
208 458 18231
884 408 2219
554 2 23835
381 42 8871
672 816 1718
359 740 26997
727 252 1381
871 583 7013
927 551 1935
793 32 21495
641 473 23163
656 551 5157
227 631 11893
275 370 14703
896 117 31083
459 347 14771
682 56 897
175 565 3635
54 103 1614
724 59 25169
372 943 21185
560 452 27378
632 915 31465
837 168 20875
589 25 21506
501 469 27186
818 702 6817
432 189 3675
391 253 26073
38 915 32262
502 503 14243
595 216 10112
424 238 10231
234 919 14862
193 780 13652
273 397 538
394 303 173
786 567 19892
805 407 29686
323 263 3721
19 349 22973
95 399 10916
669 612 4508
394 142 32648
346 637 8292
500 506 5004
402 251 11343
944 529 24452
482 373 21668
689 512 3861
655 421 4481
125 686 8258
640 291 13269
679 380 31520
486 820 1713
645 669 176
324 154 19053
62 832 15429
543 187 5983
87 691 25866
234 168 30991
922 728 17800
807 813 5170
60 107 32049
349 866 14546
636 4 29789
651 149 12135
240 345 21831
496 796 10963
169 596 31966
468 518 25212
588 459 11406
196 741 16125
769 881 25163
312 854 2333
524 774 11906
154 398 32278
691 69 3473
322 211 17385
443 672 20123
769 119 4004
311 65 5909
105 503 5391
276 669 4498
460 136 26433
470 398 30173
74 565 16170
416 119 5748
105 2 10864
562 230 9186
447 745 26401
597 361 314
441 198 27996
25 298 11305
480 467 1086
367 205 76
683 881 29102
689 5 20694
661 598 27884
747 401 17579
732 843 2532
247 331 24691
440 865 26548
350 108 1884
768 117 5870
30 165 18045
88 796 31861
107 856 18455
829 359 31754
199 691 9008
1 339 483
197 58 12592
380 922 9441
46 644 30355
208 116 9026
242 577 19653
445 86 31201
946 335 10949
764 484 23139
28 795 30504
192 291 24284
487 91 2441
858 687 6621
860 771 14991
560 333 6114
313 2 26895
178 325 9104
380 302 32761
568 264 12378
127 856 7173
540 230 18263
917 585 16739
50 267 16487
742 628 28893
334 614 1548
103 131 10539
505 453 11385
378 824 19552
450 59 21697
308 158 19139
563 886 15153
496 734 11123
785 180 31803
149 861 24730
314 253 7546
573 152 6184
860 792 20658
64 594 15175
363 37 17636
240 567 24071
371 274 15815
373 891 19959
240 894 9283
486 921 2462
259 726 25285
877 827 1048
378 921 13960
926 870 32582
899 401 15132
337 275 19526
337 503 26590
596 83 13623
881 690 3866
502 858 1141
556 152 15624
563 428 23758
299 63 10475
521 324 13152
92 737 21753
108 156 1821
514 394 2515
845 173 15152
863 288 8372
301 198 4275
124 507 7081
894 866 29040
806 766 28006
99 134 24749
143 855 6807
884 849 18480
311 26 7361
485 334 18173
668 826 13071
92 71 29816
148 549 10139
830 540 1528
359 419 4112
384 521 15855
107 901 18118
919 572 21286
162 333 21914
860 483 25547
649 535 24113
21 644 23365
348 261 17263
808 81 17147
73 562 1599
570 336 5534
559 14 31755
934 179 10643
705 440 20327
58 143 29323
199 841 11236
581 107 887
698 463 7180
139 300 12616
718 14 3302
239 725 19531
277 525 11422
812 410 26874
141 441 553
582 78 29337
561 898 14833
691 847 4349
703 196 18420
537 300 6211
840 787 14812
276 734 5233
436 374 29686
586 537 23595
129 589 10773
205 839 15622
527 712 16835
730 177 6433
904 770 32076
501 362 263
852 168 26508
835 651 17932
562 97 1669
768 652 164
512 889 28450
919 725 25436
747 322 32442
125 95 16004
33 354 20269
418 230 8623
539 714 177
641 624 24458
264 429 16552
783 180 11713
442 207 5913
364 785 32230
699 161 3232
784 926 19865
414 526 14571
922 554 23391
797 614 20013
457 542 15089
669 76 20479
620 801 32479
175 735 25775
758 737 26341
434 354 9709
504 819 2367
900 805 4685
678 909 4831
19 824 21286
540 856 12667
33 683 19044
544 813 31625
824 313 32523
619 217 22979
851 544 22457
753 315 14610
338 599 26541
631 303 31626
259 204 12014
941 754 11443
208 615 24311
647 419 7764
461 97 17863
699 366 21657
254 440 9858
664 691 24229
727 158 3642
298 72 13557
241 67 6260
55 512 2331
145 681 27257
360 513 10937
432 764 15785
217 133 21449
792 324 28730
727 33 25233
622 919 4392
500 457 20949
651 89 1866
280 417 12324
646 748 7364
595 288 32084
333 618 12113
509 230 16779
882 33 23313
312 108 29541
146 465 30950
31 711 27409
215 194 2697
461 66 16011
659 125 32213
486 290 1837
810 374 24062
678 890 19279
143 748 25775
569 255 9916
503 751 13890
197 332 25366
680 774 15250
899 809 3459
296 829 20757
39 662 18751
87 817 13882
858 597 14052
807 254 6478
521 126 22144
318 179 6984
808 611 14934
540 154 11121
748 542 25101
418 395 19414
807 334 7342
45 930 24135
659 115 10739
284 504 20743
634 932 18351
330 646 12400
270 547 24937
373 628 32302
468 588 17350
295 543 20504
205 808 18049
47 464 6382
548 93 17689
632 723 16333
495 280 20036
569 374 17343
505 935 19921
657 268 5339
443 179 28051
364 257 27924
435 235 31050
75 316 16969
740 598 13823
534 714 6199
829 862 22370
272 773 21597
899 514 7677
14 78 3825
747 261 16216
228 433 880
130 711 5481
559 858 2170
314 704 17634
404 447 10740
422 492 8765
663 877 29091
182 340 11151
589 710 27074
789 229 401
598 471 16961
496 720 29791
125 309 3240
757 631 2262
540 692 3035
586 32 24992
886 299 27698
372 350 17230
737 345 11671
558 549 3339
788 611 27831
182 235 1999
409 572 22882
500 226 27678
929 779 22439
440 713 696
760 524 22110
417 35 24252
119 203 8467
699 408 28722
865 601 11408
747 935 9218
484 854 25725
741 77 683
88 71 9673
502 66 20843
719 567 9440
786 866 12688
771 751 20437
308 453 10278
122 249 7170
245 787 27721
782 747 27618
903 593 25782
599 117 9465
534 154 28026
294 173 30514
629 762 25803
195 890 3580
188 787 10871
168 184 14595
433 564 16224
31 563 23915
328 260 6919
328 379 446
785 297 11030
207 69 22048
601 607 21853
321 536 1887
567 558 20174
269 487 18166
356 643 14931
456 398 2852
509 926 22668
870 554 29082
1 715 11752
918 384 13433
7 479 30347
408 49 5265
262 621 6140
335 211 19746
516 375 3740
697 400 25738
679 28 10569
255 389 19113
178 147 20419
139 310 229
426 824 8357
912 306 20746
91 201 31251
737 466 12162
475 140 3190
448 561 6812
38 657 30921
52 766 27598
150 333 17524
171 605 28994
300 725 10919
467 311 5387
202 461 6054
937 461 9426
848 267 29843
850 63 18399
110 826 27286
87 76 10949
860 737 31343
114 661 12064
402 607 16855
693 683 21280
287 358 6714
478 5 22494
25 548 29881
332 629 16034
374 787 1384
942 492 21680
88 150 2753
261 558 1435
795 510 22355
827 274 28816
221 301 21189
907 560 12956
862 217 13314
472 367 3214
366 568 23870
98 561 4844
638 580 4600
334 779 11626
444 81 12830
227 188 10535
700 182 1527
870 839 16717
273 235 14802
610 573 31211
554 542 31160
191 223 5913
285 136 31884
366 500 28368
158 10 2908
680 744 24061
392 204 31956
834 427 22954
920 41 1556
389 414 31580
219 875 31057
851 597 5117
906 208 24591
492 723 21216
43 488 8660
306 676 30401
693 531 27043
842 491 23769
561 934 2981
404 388 9815
202 710 6591
549 683 9946
213 88 28945
852 413 28362
98 259 9104
64 677 6806
120 672 2099
234 598 11337
413 355 16754
431 750 9975
424 547 32002
368 780 31716
689 712 24856
33 578 10112
156 106 23195
422 708 12422
746 293 7423
374 507 9700
715 351 28623
735 574 18482
690 119 12047
1 917 20966
54 187 31471
602 723 23938
380 460 18579
260 366 19314
64 248 10455
877 369 20828
221 531 31579
71 539 6908
947 26 13112
377 857 10485
843 380 8238
26 861 29720
708 709 10794
744 816 23563
96 786 26229
923 469 7771
117 301 13553
793 502 3933
486 813 31013
211 649 8304
734 855 22030
863 947 30575
277 804 25836
56 21 2429
539 719 32392
844 441 24443
700 47 11168
349 407 29879
327 717 31868
498 117 4282
45 472 12516
844 709 9028
771 624 4322
114 331 5588
805 901 27675
488 306 18512
866 765 14498
272 524 5796
290 191 2961
113 888 25458
772 305 29910
67 400 18480
156 817 29927
774 354 17728
800 613 7776
376 103 11495
893 760 20159
268 287 6704
541 696 4271
118 494 8476
648 427 32680
946 384 6065
838 121 14285
218 405 28610
396 374 20044
900 185 10121
685 1 19885
653 694 27497
351 495 3799
901 257 11633
267 234 21170
265 854 18296
834 47 2474
925 417 17134
537 823 3458
121 395 11692
235 322 1856
618 839 1394
101 328 7692
37 431 19409
635 456 11615
839 164 21170
661 402 28631
172 107 21950
871 607 6531
576 655 3913
198 808 6029
3 123 14230
244 612 25735
167 307 21389
78 252 26567
513 34 29756
681 556 31636
412 133 6833
3 888 18713
754 477 27671
190 239 31310
346 104 20508
513 413 8544
889 381 2055
846 49 29245
519 389 22280
250 845 22091
781 700 1190
889 564 19321
507 725 26717
75 261 14119
155 755 22979
559 765 10905
549 893 25295
349 428 23023
617 801 31259
190 308 2012
588 839 26933
209 358 14227
749 322 26457
843 67 25496
510 185 27436
138 577 4999
664 355 22096
604 518 17379
402 8 29676
927 88 31375
439 289 24439
423 514 26496
628 36 23401
334 560 25800
463 886 30628
469 771 23052
702 379 13741
616 331 18170
66 512 11532
355 178 21865
28 723 7284
751 691 7965
540 895 25723
465 842 7273
22 280 12041
218 194 18472
247 313 4815
317 321 15038
450 681 25695
218 832 8481
16 175 11962
119 754 22049
905 700 2931
626 99 21345
846 65 22200
824 117 31937
407 544 5600
152 135 17447
589 6 26445
215 586 7405
924 243 2243
466 649 32095
561 167 32131
519 395 4613
95 571 12240
543 888 6580
781 886 8611
861 192 29341
283 528 28341
737 476 32723
38 773 5682
693 489 3059
913 754 19630
931 543 30977
726 503 1838
147 392 13971
457 250 5737
757 628 28383
561 628 5514
181 522 28744
748 378 12827
409 535 23675
822 36 31462
787 836 26437
283 238 483
567 572 16026
206 827 16787
865 566 25235
359 262 28766
158 814 3909
118 274 19653
876 861 13245
152 28 906
900 560 6289
533 660 11546
344 513 7610
39 847 4575
289 193 10931
894 399 32075
573 830 23834
227 315 30123
151 507 323
135 856 17200
330 242 15732
559 315 23214
710 928 5954
396 557 2378
171 122 22285
339 502 12378
510 934 29410
801 636 28340
468 697 30177
682 457 2193
783 36 25343
71 299 2330
98 200 20306
570 669 29851
157 258 24639
878 571 7691
686 711 28007
478 471 1029
140 927 21595
187 426 22717
759 60 24707
703 573 30113
418 232 5055
302 550 18073
80 311 11427
881 502 561
757 900 3429
395 137 6919
400 81 13013
311 87 3159
546 500 19698
839 350 18043
805 418 21243
335 240 25019
242 223 11025
220 354 11456
129 116 16833
682 426 31102
570 183 18447
319 6 1667
422 134 20188
735 579 23519
155 498 11448
262 687 14882
485 912 6020
400 314 7979
709 227 11632
587 826 14262
349 563 24883
583 335 9706
546 398 27540
391 496 9310
572 64 6302
820 234 2630
327 868 4370
103 249 24781
794 865 12532
836 239 25278
485 338 8775
621 453 14101
904 315 24405
196 327 19468
406 230 536
45 100 15285
738 598 28309
184 274 25683
219 141 1107
479 238 11745
148 244 10034
143 916 9100
479 174 10823
2 743 25360
870 176 1938
774 313 15666
621 161 26017
495 903 2507
279 917 18560
380 70 30508
762 36 32137
889 290 20404
588 46 27112
307 142 8698
92 770 14695
731 779 22118
216 316 28345
233 138 3686
787 779 11486
744 300 28628
59 647 3862
533 248 14501
562 351 13929
368 120 12035
256 81 725
925 740 6794
500 270 23146
716 331 11179
56 521 20734
367 276 5154
795 73 16148
828 44 16727
717 291 7255
929 928 23976
186 106 2977
110 811 9273
601 50 28192
193 915 8274
156 6 31610
448 154 12909
285 648 31484
466 624 1163
210 458 24118
431 197 17508
249 666 14229
410 38 21894
268 382 26581
841 408 1680
546 302 29549
436 153 31744
300 244 19769
472 489 18512
34 5 5639
350 714 23637
791 104 26853
373 112 27677
158 698 23094
430 761 25541
473 852 25592
477 670 25845
661 633 9156
346 341 20743
809 275 8043
112 139 27912
194 474 19270
253 795 1038
3 133 22921
529 408 24993
324 231 31806
176 318 24859
617 400 19375
716 725 28758
927 448 369
354 684 4867
877 621 15430
679 273 370
265 357 7050
514 493 14529
390 636 16637
862 886 2978
24 67 15856
555 285 19006
936 921 11594
504 558 15582
187 854 19939
458 161 16479
501 870 26914
805 605 9370
156 178 16349
149 514 19535
785 376 11254
608 397 19246
432 339 12071
761 130 10766
44 377 22513
465 119 25217
822 474 19386
273 172 23098
576 734 29040
723 800 31740
866 483 14935
63 936 20252
613 355 28354
589 265 28590
126 401 17129
831 458 22773
343 254 23585
874 803 24762
638 882 26905
57 407 23945
328 779 4079
310 477 2825
277 840 19251
468 900 9964
815 720 27445
278 160 17965
521 729 25400
840 449 21901
499 903 25176
245 884 27027
335 312 1603
150 504 16768
374 274 18972
271 844 32236
251 734 15904
53 295 22286
646 530 9438
296 365 26588
429 503 22826
157 360 14978
282 285 27661
785 888 30692
924 310 19556
24 312 16172
473 731 4586
901 580 2957
416 808 17371
884 110 32186
167 883 14208
295 857 11221
676 477 32058
898 613 5560
821 255 21221
505 473 21726
550 488 18606
818 23 26212
80 865 16818
110 384 21204
339 512 15588
154 186 5483
264 12 1210
736 931 24816
854 945 30718
930 868 10
470 62 29554
339 463 27970
607 196 12389
707 331 13497
32 34 25999
812 540 7056
449 143 26453
89 145 4819
586 282 32122
356 396 25788
312 74 23912
329 680 366
407 637 16270
6 756 3179
880 376 11146
635 709 24188
829 258 10782
292 90 10179
374 28 23836
593 835 19494
310 253 23751
213 828 2147
728 401 30566
308 845 30820
691 789 23287
458 109 18343
741 220 6722
863 692 15072
816 143 13757
639 626 28189
476 125 9733
367 313 9485
703 145 10451
458 21 29506
29 106 4785
275 401 24706
750 206 30440
763 254 4481
441 717 25688
436 127 30619
212 358 4402
245 189 10860
477 34 26835
6 714 25682
65 13 22068
218 429 14140
832 680 10916
457 646 346
873 739 29643
705 562 390
617 888 17703
385 141 14717
587 727 14463
482 232 8255
483 766 1536
309 450 4407
299 226 24583
393 809 29938
287 615 1984
930 478 26258
735 309 10013
249 392 9535
934 644 12761
305 164 835
151 48 12931
916 471 19607
351 726 18883
921 399 23813
676 603 5461
213 322 25141
97 79 367
665 47 8246
408 449 656
109 294 3936
372 43 12011
434 462 24751
678 508 30179
745 688 29150
555 580 6486
348 87 3303
481 159 24500
303 904 1723
460 286 1799
573 540 32587
260 66 8310
670 684 14651
440 368 30968
941 470 18903
173 557 24361
803 207 21020
898 638 16248
579 142 6136
382 516 1841
484 268 17168
59 248 21520
421 403 17061
462 93 31067
317 648 2681
806 347 9397
191 439 29371
735 281 15404
606 147 11110
30 506 15407
111 137 28057
521 183 14188
479 18 30158
471 330 29641
33 831 26620
479 932 18162
106 824 6923
748 387 6713
210 32 31516
259 61 12465
552 91 19097
627 925 15313
24 463 6151
313 395 18947
677 551 21263
197 361 30695
159 739 5436
234 269 22581
621 122 861
656 869 3969
20 712 12939
596 657 30802
867 498 18503
666 878 6468
273 403 12075
443 198 6707
709 616 16929
583 403 1694
352 118 19996
68 641 23238
859 89 20171
152 890 26162
654 222 31728
114 853 15931
853 345 18066
881 183 30534
890 515 9736
558 474 19857
698 101 32468
638 665 26538
122 605 12376
452 287 30974
610 119 15436
897 467 1749
674 508 22849
318 517 7910
668 348 13613
596 158 22888
289 761 3630
474 316 16052
580 214 14084
118 299 27855
622 943 27132
895 524 13173
376 827 18493
524 478 23934
633 335 23725
270 514 5300
734 428 16629
379 694 18799
414 473 26701
140 793 22935
698 802 26375
533 17 27355
797 570 7971
597 842 6714
408 27 22864
471 749 22327
518 922 20251
60 614 2891
369 124 22085
189 240 7793
897 376 1651
188 635 4070
121 53 10679
128 63 18027
854 659 23972
789 304 32178
171 855 19941
580 831 24248
387 87 12947
758 57 28476
757 848 3010
354 616 10389
437 24 16632
144 595 16530
342 843 9864
427 723 3882
196 212 17422
5 276 4643
511 56 24189
71 520 27649
277 426 3451
333 163 28118
455 331 22275
470 868 21446
490 508 15745
66 616 27240
378 405 11237
277 293 26432
215 722 2149
943 755 26890
470 130 16864
16 580 25744
17 684 13600
755 478 18746
933 754 7792
367 654 29864
541 547 16708
749 398 12001
287 307 21212
419 158 28941
744 446 22064
686 146 13998
881 527 18052
824 120 7632
402 129 31606
797 93 13489
85 310 27753
156 879 5065
422 272 12940
408 659 22843
700 643 12285
154 512 17268
264 778 10901
735 681 9058
45 65 7096
190 681 4712
65 161 16037
501 88 22198
352 83 2260
286 535 31736
282 247 31705
332 312 17282
104 362 903
858 26 476
176 590 15436
631 721 22794
513 837 15884
632 93 30122
546 552 1790
620 731 2351
575 243 32544
569 647 26090
621 562 6245
463 520 29094
495 523 6322
212 435 10739
375 31 29239
664 246 16766
367 251 975
457 708 6
402 385 32369
883 819 5840
207 673 19916
2 440 6568
62 344 4522
620 242 20679
912 220 17076
241 830 12868
85 43 22686
665 484 4563
323 367 244
743 378 3072
694 772 31989
198 350 28201
44 553 25156
283 392 28383
272 582 3412
10 285 638
916 132 26072
325 482 1559
645 812 29862
259 88 28419
697 28 1991
168 669 14260
86 866 3242
27 101 29347
118 87 12730
181 502 21101
423 209 6080
930 336 8827
104 720 12505
42 220 11717
428 396 3651
116 825 9287
848 119 26020
229 564 14744
441 423 22958
474 457 15200
546 112 5678
729 162 25231
750 170 30905
341 194 17438
405 159 28957
784 22 19834
87 132 7193
97 584 18461
324 782 31013
548 832 19837
646 589 17010
535 467 3031
186 929 23152
85 560 20860
326 96 1140
359 107 22449
534 684 18010
774 816 1858
537 697 28467
911 601 16458
650 731 25447
254 412 23535
168 718 2247
249 814 31231
648 87 3464
926 482 1447
833 896 23332
398 198 962
784 523 25230
641 441 631
665 904 8507
636 384 13595
683 41 22254
324 812 14474
78 121 29265
804 864 31614
542 159 20150
383 510 9101
6 910 1950
777 601 21199
390 795 30415
449 302 15199
876 398 30761
392 85 17715
213 714 23157
177 908 32765
56 863 1762
900 556 32280
89 64 28915
698 338 22188
589 455 24320
357 395 15494
446 395 8098
140 668 9319
154 440 23196
265 364 12455
289 609 27683
391 254 20874
729 149 12174
544 652 4245
894 701 23259
137 175 8895
879 280 7815
746 652 28771
488 389 13743
461 290 4905
546 932 111
91 514 10605
117 105 14080
129 486 7119
342 566 19969
402 84 23779
352 759 21737
388 102 5194
395 679 32164
202 863 23955
318 75 10423
373 673 6322
275 30 21387
126 7 3319
648 658 11945
696 67 8389
308 822 15
305 737 30590
102 510 23016
675 221 13401
300 258 10315
102 131 15390
114 292 14537
122 415 26883
749 278 13560
666 468 2841
778 499 9537
823 403 5383
638 14 907
264 184 18446
417 685 15784
623 485 25475
481 740 21901
873 928 6979
292 60 8626
655 472 13783
219 343 6713
395 198 32305
795 399 12202
430 945 32343
775 80 28251
798 646 3921
724 378 15856
538 216 51
206 652 28263
430 688 14629
601 814 3252
41 817 8357
667 911 14040
71 229 30856
560 664 27635
144 175 13661
813 71 11979
241 137 20026
817 237 20914
255 503 31785
90 815 30939
36 88 10150
716 146 23674
504 652 10216
337 14 9790
173 923 19189
766 753 32275
249 189 11952
853 580 2080
622 741 4696
80 656 19076
561 266 17725
929 306 15167
863 585 657
813 488 10057
405 825 13213
916 146 18887
454 387 2243
263 341 22230
774 124 28441
846 816 32624
622 458 27515
446 121 7244
615 306 9573
729 266 19412
204 765 15102
46 454 29562
870 532 9483
85 485 20245
792 582 19667
465 318 6422
125 379 20244
766 776 27823
105 32 3731
175 257 24380
448 479 32249
448 152 153
506 427 15344
537 892 2599
253 213 3528
144 215 4771
130 752 17412
328 640 12589
391 259 29082
426 666 9227
589 670 27099
857 758 24576
292 322 564
650 204 29536
10 251 545
389 374 28139
821 769 13690
845 313 23377
752 494 21548
353 943 1604
542 848 8252
2 52 30146
532 466 13953
47 211 9201
564 922 3211
939 775 10012
695 97 16475
887 641 9638
397 611 17597
522 154 25519
882 447 28726
658 463 25420
697 757 1006
125 554 9501
779 270 32569
700 751 6225
384 232 21807
554 857 12824
214 490 17512
821 749 8074
699 533 78
77 72 30931
82 463 17331
518 601 5446
568 926 6071
646 596 14369
631 464 2850
453 260 23595
477 686 5562
718 648 30834
664 448 16451
83 265 17105
360 672 13598
326 631 13705
795 756 11740
104 519 27335
784 824 5349
747 68 10976
573 641 24451
288 925 1040
590 111 29488
323 857 31171
190 14 2301
88 192 5679
661 454 5480
675 290 11717
68 584 1434
156 620 5058
260 570 9853
407 390 9612
598 899 13653
109 872 20763
379 727 17427
33 171 16997
713 534 27364
170 80 2105
512 736 28068
408 919 15134
590 79 22335
178 686 4354
623 498 26153
811 480 24293
574 24 19566
927 338 26050
418 430 2827
920 848 31331
676 301 25490
108 905 12260
246 69 19528
169 316 15124
296 548 21046
843 386 22767
822 613 12776
385 227 11497
702 808 31447
649 117 23491
373 536 6818
811 460 11808
21 398 1200
802 829 21012
651 656 8138
517 27 30049
366 9 1738
333 640 31270
517 449 19070
541 400 1565
372 789 4676
220 929 12489
248 51 1552
842 690 12067
873 521 10206
404 946 7063
236 349 31670
709 94 28547
255 556 25804
33 412 32621
371 467 17263
760 125 23975
374 133 29368
396 588 32551
793 26 5688
368 646 27822
155 243 1816
145 345 16031
857 887 28015
210 627 11275
597 319 32178
453 257 9702
412 651 15238
19 55 23902
553 64 23148
380 481 2310
458 315 23731
687 639 22784
658 807 11529
886 14 26111
574 210 15903
753 5 8681
446 537 31106
209 775 28302
687 898 151
238 187 27069
184 801 2467
526 349 14785
322 121 19584
855 219 16152
411 766 32652
211 414 15165
12 347 21944
664 681 9703
574 309 5319
137 200 24836
548 465 18193
806 519 4437
442 366 20077
651 753 25731
392 71 17934
59 855 20213
359 158 16249
314 209 6878
257 125 2780
165 386 28186
554 702 31317
577 720 1169
178 586 11836
690 146 24656
497 908 25504
149 457 29824
197 383 27783
228 687 22420
136 88 11315
38 550 18784
928 891 32390
100 462 31173
605 881 23797
255 253 3443
240 636 8707
410 917 18096
443 270 19830
551 931 25777
916 835 20653
72 224 9704
283 861 238
388 692 15936
136 666 25783
174 610 8392
58 396 8014
155 698 27975
558 836 7721
353 253 2509
45 845 31930
641 827 15530
303 794 23146
614 933 10033
290 262 5662
695 797 5901
525 483 9446
553 419 10009
287 191 24981
604 381 27130
462 515 20852
593 115 10211
922 482 32355
163 813 26195
575 190 16619
120 758 19375
603 342 13624
653 358 18938
883 861 11263
489 790 9003
535 576 17575
341 397 7871
342 863 4192
473 693 31650
834 10 13796
121 10 6794
813 916 7189
629 863 23623
291 765 13757
35 757 3272
280 681 13077
197 828 16061
282 234 11739
216 741 1306
819 299 27430
351 95 20203
448 689 6713
666 404 7995
265 253 6650
446 295 15870
234 374 22244
716 691 8242
485 161 20871
314 539 29886
399 621 25075
513 286 20665
203 594 26278
183 482 12565
748 190 19913
483 21 16620
42 415 24046
866 296 23260
338 246 24458
537 146 24885
6 549 23250
703 359 7144
770 234 5595
75 77 7286
582 586 27897
805 251 1876
31 675 5085
189 305 24440
51 122 22493
898 432 23568
465 754 11370
595 17 14739
426 492 12455
890 334 11945
708 617 2449
821 515 670
275 420 28233
889 390 1626
241 818 11344
297 193 12825
685 586 18396
770 59 14676
90 520 16528
405 97 21401
101 201 32058
563 271 5193
463 96 357
681 521 17523
359 216 26079
82 883 6462
600 123 10630
771 59 9899
33 32 25084
596 414 24977
170 308 11274
864 884 13598
237 657 2525
152 936 28488
443 189 12645
300 811 25838
705 402 14204
660 423 31132
799 237 5281
893 692 46
503 787 18021
30 635 197
724 842 23776
454 360 9678
528 820 9675
110 857 13575
396 441 28433
890 455 23240
711 150 6379
707 869 31996
563 714 29681
588 596 6283
283 237 16801
221 147 10019
442 780 11845
813 835 1191
268 927 20808
434 152 4777
850 436 15701
741 611 15801
441 170 31702
566 908 23414
654 433 1963
796 850 27033
554 462 2358
685 228 21883
355 691 18956
485 935 28866
500 639 8424
537 57 25402
755 778 1719
564 383 4865
143 832 11223
26 434 29589
467 652 20700
430 903 16737
131 295 26746
137 682 13019
70 349 12383
589 145 26966
381 668 3373
296 701 15119
797 800 6606
544 268 7463
658 360 5329
24 687 20347
646 602 13983
30 815 17824
82 809 4513
532 894 28533
362 853 31149
392 789 18680
562 639 8791
839 723 19567
654 531 15349
22 590 21248
15 896 25983
547 252 28484
228 175 23948
344 884 10893
608 97 1817
829 93 6337
410 785 9956
534 47 16422
502 709 17526
771 194 10610
32 849 26175
335 104 25073
351 306 587
917 550 7343
167 229 1394
851 513 16603
638 413 20762
572 582 25317
849 944 5087
939 279 13062
639 431 1415
744 554 23226
861 172 30203
824 764 20363
255 592 1174
295 509 32247
481 328 1800
560 28 23673
887 202 11877
63 675 16625
625 932 6804
660 210 16790
259 794 30934
182 540 10126
42 824 29265
132 717 19714
272 265 4306
886 92 32442
284 890 12107
12 545 15786
176 676 22712
648 311 5888
736 402 29551
504 129 18819
372 779 4104
741 111 2334
29 73 22632
858 314 28589
636 388 12601
705 708 5679
118 414 23229
505 289 16191
469 346 17523
497 24 30611
69 811 22558
787 400 12777
266 37 3764
273 1 25133
864 662 5602
723 506 17746
280 209 23156
434 466 4250
151 192 26179
470 271 32324
60 407 16500
487 838 26325
427 779 30007
721 808 7544
868 674 9785
858 7 27431
48 330 6032
530 903 6050
589 223 9416
770 4 16469
538 650 30806
256 514 7359
417 570 21411
773 492 3332
614 385 15147
506 801 28115
224 57 28986
485 604 24445
692 450 31978
124 715 19657
161 217 20453
31 439 1728
278 141 25116
684 241 6913
199 688 14733
625 819 20771
862 222 27078
518 9 16759
361 89 4673
506 834 26872
102 669 29607
787 605 19615
786 423 21402
472 130 29260
254 264 25507
414 411 16384
478 32 2883
51 442 16932
96 311 7790
515 206 13
548 870 198
653 577 29179
125 800 19323
915 631 28230
316 870 3737
600 565 2939
92 930 2086
393 716 5007
652 195 31336
799 676 18554
135 437 30752
167 432 29903
424 280 22692
789 778 9014
690 410 24347
53 321 28108
676 795 18252
556 150 13012
475 761 12215
622 411 11846
652 894 3065
527 170 4118
846 63 15275
652 914 13650
686 29 24879
714 344 15964
798 437 28982
127 318 26359
254 338 32482
381 327 21725
237 213 20936
181 739 6158
305 208 10823
468 482 25638
509 806 3564
379 419 11350
472 147 22748
520 373 21458
874 444 29305
463 115 8918
264 713 12986
683 217 13451
766 42 4856
142 403 11383
708 394 25
329 376 16960
797 923 23895
246 366 10465
203 633 20003
68 473 4775
847 296 719
156 427 9621
16 696 22269
430 33 11253
96 226 25106
535 894 15179
644 781 30995
754 929 32732
387 4 24249
751 457 25997
902 576 18851
646 50 1733
144 692 20972
18 425 12436
648 517 3724
736 165 30543
140 906 82
937 584 22881
68 892 11095
358 294 22023
573 804 16698
619 944 15391
217 557 19846
57 371 22888
487 769 17163
40 236 11448
205 837 25628
683 653 24085
260 576 6376
142 847 5558
269 612 11884
507 732 26452
343 646 32168
810 437 31067
229 550 28197
342 763 26574
794 251 30708
144 623 12546
350 529 2205
670 101 20101
453 674 19393
